#CIE 15.2-1986 Table 1.1
#Part 2: CIE Standard Illuminant D65 relative spectral power distribution
#300 nm - 830 nm at 5 nm intervals
300.000000, 0.034100
305.000000, 1.664300
310.000000, 3.294500
315.000000, 11.765200
320.000000, 20.236000
325.000000, 28.644700
330.000000, 37.053500
335.000000, 38.501100
340.000000, 39.948800
345.000000, 42.430200
350.000000, 44.911700
355.000000, 45.775000
360.000000, 46.638300
365.000000, 49.363700
370.000000, 52.089100
375.000000, 51.032300
380.000000, 49.975500
385.000000, 52.311800
390.000000, 54.648200
395.000000, 68.701500
400.000000, 82.754900
405.000000, 87.120400
410.000000, 91.486000
415.000000, 92.458900
420.000000, 93.431800
425.000000, 90.057000
430.000000, 86.682300
435.000000, 95.773600
440.000000, 104.865000
445.000000, 110.936000
450.000000, 117.008000
455.000000, 117.410000
460.000000, 117.812000
465.000000, 116.336000
470.000000, 114.861000
475.000000, 115.392000
480.000000, 115.923000
485.000000, 112.367000
490.000000, 108.811000
495.000000, 109.082000
500.000000, 109.354000
505.000000, 108.578000
510.000000, 107.802000
515.000000, 106.296000
520.000000, 104.790000
525.000000, 106.239000
530.000000, 107.689000
535.000000, 106.047000
540.000000, 104.405000
545.000000, 104.225000
550.000000, 104.046000
555.000000, 102.023000
560.000000, 100.000000
565.000000, 98.167100
570.000000, 96.334200
575.000000, 96.061100
580.000000, 95.788000
585.000000, 92.236800
590.000000, 88.685600
595.000000, 89.345900
600.000000, 90.006200
605.000000, 89.802600
610.000000, 89.599100
615.000000, 88.648900
620.000000, 87.698700
625.000000, 85.493600
630.000000, 83.288600
635.000000, 83.493900
640.000000, 83.699200
645.000000, 81.863000
650.000000, 80.026800
655.000000, 80.120700
660.000000, 80.214600
665.000000, 81.246200
670.000000, 82.277800
675.000000, 80.281000
680.000000, 78.284200
685.000000, 74.002700
690.000000, 69.721300
695.000000, 70.665200
700.000000, 71.609100
705.000000, 72.979000
710.000000, 74.349000
715.000000, 67.976500
720.000000, 61.604000
725.000000, 65.744800
730.000000, 69.885600
735.000000, 72.486300
740.000000, 75.087000
745.000000, 69.339800
750.000000, 63.592700
755.000000, 55.005400
760.000000, 46.418200
765.000000, 56.611800
770.000000, 66.805400
775.000000, 65.094100
780.000000, 63.382800
785.000000, 63.843400
790.000000, 64.304000
795.000000, 61.877900
800.000000, 59.451900
805.000000, 55.705400
810.000000, 51.959000
815.000000, 54.699800
820.000000, 57.440600
825.000000, 58.876500
830.000000, 60.312500
